ejecucion;metodo;tiempo_segundos
1;insertion;0.0194807
2;insertion;0.0249275
3;insertion;0.0227689
4;insertion;0.0216399
5;insertion;0.0227561
6;insertion;0.0254959
7;insertion;0.0208983
8;insertion;0.0186298
9;insertion;0.0189092
10;insertion;0.0197227
11;insertion;0.0186405
12;insertion;0.0191064
13;insertion;0.0211729
14;insertion;0.0190671
15;insertion;0.0183046
16;insertion;0.0180539
17;insertion;0.0178409
18;insertion;0.0187812
19;insertion;0.0184337
20;insertion;0.0189825
