ejecucion;metodo;tiempo_segundos
1;insertion;0.00856285
2;insertion;0.00885538
3;insertion;0.0100202
4;insertion;0.0129752
5;insertion;0.0099886
6;insertion;0.00905763
7;insertion;0.00964095
8;insertion;0.00995297
9;insertion;0.00927458
10;insertion;0.00940534
11;insertion;0.0111768
12;insertion;0.0096522
13;insertion;0.00999448
14;insertion;0.00834112
15;insertion;0.00975694
16;insertion;0.0111757
17;insertion;0.00839714
18;insertion;0.00962773
19;insertion;0.00897664
20;insertion;0.00940241
